Species1,Species2,Distance
1A15,1A5,0.03613917
1A16,1A5,0.03771044
1A17,1A5,0.03232323
1A18,1A5,0.02828283
1A19,1A5,0.03232323
1A2,1A5,0.02222222
1A20,1A5,0.02289562
1A3,1A5,0.0189899
1A4,1A5,0.01380471
1A1,1A6,0.04447439
1A10,1A6,0.01212121
1A11,1A6,0.00875421
1A12,1A6,0.01325156
1A13,1A6,0.02356902
1A14,1A6,0.02356902
1A15,1A6,0.03075196
1A16,1A6,0.03097643
1A17,1A6,0.02558923
1A18,1A6,0.02154882
1A19,1A6,0.02558923
1A2,1A6,0.01569865
1A20,1A6,0.01616162
1A3,1A6,0.01225589
1A4,1A6,0.01111111
1A5,1A6,0.01616162
1A1,1A7,0.04818059
1A10,1A7,0.01722352
1A11,1A7,0.01295001
1A12,1A7,0.01780997
1A13,1A7,0.02735043
1A14,1A7,0.02824829
1A15,1A7,0.0344643
1A16,1A7,0.03470603
1A17,1A7,0.02931883
1A18,1A7,0.02538203
1A19,1A7,0.03076923
1A2,1A7,0.02049178
1A20,1A7,0.01999482
1A3,1A7,0.01734266
1A4,1A7,0.01316369
1A5,1A7,0.01989122
1A6,1A7,0.01717172
1A1,1A8,0.0458221
1A10,1A8,0.01414141
1A11,1A8,0.01077441
1A12,1A8,0.01531987
1A13,1A8,0.02491582
1A14,1A8,0.02581369
1A15,1A8,0.03142536
1A16,1A8,0.03164983
1A17,1A8,0.02626263
1A18,1A8,0.02222222
1A19,1A8,0.02760943
1A2,1A8,0.01750842
1A20,1A8,0.01750842
1A3,1A8,0.01427609
1A4,1A8,0.01001684
1A5,1A8,0.01683502
1A6,1A8,0.01414141
1A7,1A8,0.01186221
1A1,1A9,0.04245283
1A10,1A9,0.0047138
1A11,1A9,0.00763187
1A12,1A9,0.01132756
1A13,1A9,0.02154882
1A14,1A9,0.02177329
1A15,1A9,0.02873176
1A16,1A9,0.02895623
1A17,1A9,0.02356902
1A18,1A9,0.01952862
1A19,1A9,0.02491582
1A2,1A9,0.01245791
1A20,1A9,0.01414141
1A3,1A9,0.00942761
1A4,1A9,0.01144781
1A5,1A9,0.01818182
1A6,1A9,0.01144781
1A7,1A9,0.01655012
1A8,1A9,0.01346801
1A1,1B1,0.04548518
1A10,1B1,0.02754209
1A11,1B1,0.02897868
1A12,1B1,0.03213083
1A13,1B1,0.0416835
1A14,1B1,0.04190797
1A15,1B1,0.04904602
1A16,1B1,0.04922559
1A17,1B1,0.04383838
1A18,1B1,0.04006734
1A19,1B1,0.04545455
1A2,1B1,0.02692761
1A20,1B1,0.03494949
1A3,1B1,0.02774411
1A4,1B1,0.03240741
1A5,1B1,0.03858586
1A6,1B1,0.03077441
1A7,1B1,0.03760425
1A8,1B1,0.03400673
1A9,1B1,0.02808081
1A1,1B10,0.0458221
1A10,1B10,0.03030303
1A11,1B10,0.0291807
1A12,1B10,0.03246753
1A13,1B10,0.04309764
1A14,1B10,0.04399551
1A15,1B10,0.05028058
1A16,1B10,0.05050505
1A17,1B10,0.04511785
1A18,1B10,0.04107744
1A19,1B10,0.04646465
1A2,1B10,0.02676768
1A20,1B10,0.03569024
1A3,1B10,0.02801347
1A4,1B10,0.03164983
1A5,1B10,0.03636364
1A6,1B10,0.03097643
1A7,1B10,0.03607874
1A8,1B10,0.03367003
1A9,1B10,0.02962963
1B1,1B10,0.0186532
1A1,1B11,0.04716981
1A10,1B11,0.03164983
1A11,1B11,0.03007856
1A12,1B11,0.03386243
1A13,1B11,0.04444444
1A14,1B11,0.04534231
1A15,1B11,0.05162738
1A16,1B11,0.05185185
1A17,1B11,0.04646465
1A18,1B11,0.04242424
1A19,1B11,0.04781145
1A2,1B11,0.02840909
1A20,1B11,0.03703704
1A3,1B11,0.02922559
1A4,1B11,0.03299663
1A5,1B11,0.03771044
1A6,1B11,0.03232323
1A7,1B11,0.03690754
1A8,1B11,0.03501684
1A9,1B11,0.03097643
1B1,1B11,0.02148148
1B10,1B11,0.01481481
1A1,1B12,0.04273792
1A10,1B12,0.02999223
1A11,1B12,0.0288958
1A12,1B12,0.03216783
1A13,1B12,0.04241561
1A14,1B12,0.04321851
1A15,1B12,0.04822585
1A16,1B12,0.04845895
1A17,1B12,0.04309764
1A18,1B12,0.03931624
1A19,1B12,0.04444444
1A2,1B12,0.02616388
1A20,1B12,0.03517224
1A3,1B12,0.02750065
1A4,1B12,0.03133903
1A5,1B12,0.03610464
1A6,1B12,0.03071743
1A7,1B12,0.03631582
1A8,1B12,0.03276353
1A9,1B12,0.02931883
1B1,1B12,0.01932142
1B10,1B12,0.01292411
1B11,1B12,0.01784512
1A1,1B13,0.04887149
1A10,1B13,0.03671372
1A11,1B13,0.03514193
1A12,1B13,0.03786827
1A13,1B13,0.04749108
1A14,1B13,0.04838925
1A15,1B13,0.05265564
1A16,1B13,0.05153308
1A17,1B13,0.04681746
1A18,1B13,0.04547065
1A19,1B13,0.05018582
1A2,1B13,0.03284036
1A20,1B13,0.04142889
1A3,1B13,0.03428862
1A4,1B13,0.03780828
1A5,1B13,0.04277637
1A6,1B13,0.03738735
1A7,1B13,0.04307431
1A8,1B13,0.03940823
1A9,1B13,0.0360401
1B1,1B13,0.02788893
1B10,1B13,0.02256754
1B11,1B13,0.02728294
1B12,1B13,0.01583125
1A1,1B14,0.04716981
1A10,1B14,0.03367003
1A11,1B14,0.0325477
1A12,1B14,0.03569024
1A13,1B14,0.04646465
1A14,1B14,0.04736251
1A15,1B14,0.05230079
1A16,1B14,0.05252525
1A17,1B14,0.04713805
1A18,1B14,0.04309764
1A19,1B14,0.04781145
1A2,1B14,0.03038721
1A20,1B14,0.03905724
1A3,1B14,0.03111111
1A4,1B14,0.03501684
1A5,1B14,0.04107744
1A6,1B14,0.03434343
1A7,1B14,0.03872054
1A8,1B14,0.03569024
1A9,1B14,0.03299663
1B1,1B14,0.01771044
1B10,1B14,0.01818182
1B11,1B14,0.02154882
1B12,1B14,0.01528102
1B13,1B14,0.02256732
1A1,1B15,0.0458221
1A10,1B15,0.03434343
1A11,1B15,0.0332211
1A12,1B15,0.03621934
1A13,1B15,0.04579125
1A14,1B15,0.04668911
1A15,1B15,0.05162738
1A16,1B15,0.05185185
1A17,1B15,0.04646465
1A18,1B15,0.04242424
1A19,1B15,0.04781145
1A2,1B15,0.03093434
1A20,1B15,0.03838384
1A3,1B15,0.03178451
1A4,1B15,0.03686869
1A5,1B15,0.04175084
1A6,1B15,0.03501684
1A7,1B15,0.04074074
1A8,1B15,0.03703704
1A9,1B15,0.03367003
1B1,1B15,0.02175084
1B10,1B15,0.01952862
1B11,1B15,0.02424242
1B12,1B15,0.01515152
1B13,1B15,0.02256732
1B14,1B15,0.01616162
1A1,1B16,0.04608416
1A10,1B16,0.0338945
1A11,1B16,0.03284699
1A12,1B16,0.03587195
1A13,1B16,0.04483103
1A14,1B16,0.04617783
1A15,1B16,0.05096645
1A16,1B16,0.05136551
1A17,1B16,0.0459783
1A18,1B16,0.0416012
1A19,1B16,0.04702581
1A2,1B16,0.0299336
1A20,1B16,0.03931912
1A3,1B16,0.03126076
1A4,1B16,0.0353021
1A5,1B16,0.03928171
1A6,1B16,0.03464272
1A7,1B16,0.04033353
1A8,1B16,0.03664422
1A9,1B16,0.03329592
1B1,1B16,0.02440703
1B10,1B16,0.01855593
1B11,1B16,0.02319491
1B12,1B16,0.01172264
1B13,1B16,0.01987291
1B14,1B16,0.01975309
1B15,1B16,0.02042649
1A1,1B2,0.04851752
1A10,1B2,0.03164983
1A11,1B2,0.03299663
1A12,1B2,0.03642376
1A13,1B2,0.04545455
1A14,1B2,0.04567901
1A15,1B2,0.05196409
1A16,1B2,0.05218855
1A17,1B2,0.04680135
1A18,1B2,0.04343434
1A19,1B2,0.04882155
1A2,1B2,0.03021886
1A20,1B2,0.03804714
1A3,1B2,0.03205387
1A4,1B2,0.03686869
1A5,1B2,0.04242424
1A6,1B2,0.03501684
1A7,1B2,0.04203574
1A8,1B2,0.03838384
1A9,1B2,0.03232323
1B1,1B2,0.01710438
1B10,1B2,0.02289562
1B11,1B2,0.02760943
1B12,1B2,0.01972287
1B13,1B2,0.02728294
1B14,1B2,0.02760943
1B15,1B2,0.01818182
1B16,1B2,0.02439207
1A1,1B3,0.05121294
1A10,1B3,0.03434343
1A11,1B3,0.0359147
1A12,1B3,0.03927369
1A13,1B3,0.04713805
1A14,1B3,0.04736251
1A15,1B3,0.05432099
1A16,1B3,0.05454545
1A17,1B3,0.04915825
1A18,1B3,0.04511785
1A19,1B3,0.05185185
1A2,1B3,0.03375421
1A20,1B3,0.04107744
1A3,1B3,0.03461279
1A4,1B3,0.03930976
1A5,1B3,0.04444444
1A6,1B3,0.03771044
1A7,1B3,0.04480704
1A8,1B3,0.04175084
1A9,1B3,0.03501684
1B1,1B3,0.01622896
1B10,1B3,0.02760943
1B11,1B3,0.02962963
1B12,1B3,0.02846413
1B13,1B3,0.0370502
1B14,1B3,0.02693603
1B15,1B3,0.03164983
1B16,1B3,0.03299663
1B2,1B3,0.02693603
1A1,1B4,0.05188679
1A10,1B4,0.03238445
1A11,1B4,0.03420059
1A12,1B4,0.03748743
1A13,1B4,0.04603612
1A14,1B4,0.04626059
1A15,1B4,0.05374962
1A16,1B4,0.05405571
1A17,1B4,0.0486685
1A18,1B4,0.04475054
1A19,1B4,0.04946434
1A2,1B4,0.03250689
1A20,1B4,0.03948577
1A3,1B4,0.03330272
1A4,1B4,0.03780227
1A5,1B4,0.04407713
1A6,1B4,0.03587389
1A7,1B4,0.04170611
1A8,1B4,0.03868993
1A9,1B4,0.03305785
1B1,1B4,0.0122314
1B10,1B4,0.02387511
1B11,1B4,0.02760943
1B12,1B4,0.02461444
1B13,1B4,0.03205934
1B14,1B4,0.01714111
1B15,1B4,0.02130395
1B16,1B4,0.02927592
1B2,1B4,0.01756964
1B3,1B4,0.02209979
1A1,1B5,0.05357143
1A10,1B5,0.03535354
1A11,1B5,0.0369248
1A12,1B5,0.04006734
1A13,1B5,0.04725028
1A14,1B5,0.04837262
1A15,1B5,0.05667789
1A16,1B5,0.05690236
1A17,1B5,0.05151515
1A18,1B5,0.04747475
1A19,1B5,0.05218855
1A2,1B5,0.03476431
1A20,1B5,0.04208754
1A3,1B5,0.03575758
1A4,1B5,0.03897306
1A5,1B5,0.04511785
1A6,1B5,0.03872054
1A7,1B5,0.04304584
1A8,1B5,0.04006734
1A9,1B5,0.03602694
1B1,1B5,0.01521886
1B10,1B5,0.02592593
1B11,1B5,0.02929293
1B12,1B5,0.02665113
1B13,1B5,0.0343558
1B14,1B5,0.01986532
1B15,1B5,0.02525253
1B16,1B5,0.03004115
1B2,1B5,0.02053872
1B3,1B5,0.02390572
1B4,1B5,0.01049893
1A1,1B6,0.04357592
1A10,1B6,0.03108866
1A11,1B6,0.02914328
1A12,1B6,0.03296457
1A13,1B6,0.04343434
1A14,1B6,0.04433221
1A15,1B6,0.04927048
1A16,1B6,0.04949495
1A17,1B6,0.04410774
1A18,1B6,0.03984287
1A19,1B6,0.04590348
1A2,1B6,0.0275954
1A20,1B6,0.0362514
1A3,1B6,0.02859708
1A4,1B6,0.03100449
1A5,1B6,0.03580247
1A6,1B6,0.03063973
1A7,1B6,0.03506
1A8,1B6,0.0325477
1A9,1B6,0.03041526
1B1,1B6,0.01988777
1B10,1B6,0.01391695
1B11,1B6,0.01863075
1B12,1B6,0.01214711
1B13,1B6,0.02133252
1B14,1B6,0.01728395
1B15,1B6,0.01840629
1B16,1B6,0.01721536
1B2,1B6,0.02424242
1B3,1B6,0.02906846
1B4,1B6,0.02563004
1B5,1B6,0.02682379
1A1,1B7,0.04743935
1A10,1B7,0.03488215
1A11,1B7,0.03286195
1A12,1B7,0.03699375
1A13,1B7,0.04767677
1A14,1B7,0.04857464
1A15,1B7,0.05315376
1A16,1B7,0.05373737
1A17,1B7,0.04835017
1A18,1B7,0.04430976
1A19,1B7,0.04969697
1A2,1B7,0.03150673
1A20,1B7,0.04026936
1A3,1B7,0.03259259
1A4,1B7,0.03474747
1A5,1B7,0.03771044
1A6,1B7,0.03407407
1A7,1B7,0.0386273
1A8,1B7,0.03622896
1A9,1B7,0.03286195
1B1,1B7,0.02331313
1B10,1B7,0.01723906
1B11,1B7,0.02127946
1B12,1B7,0.01563844
1B13,1B7,0.0249926
1B14,1B7,0.02060606
1B15,1B7,0.02195286
1B16,1B7,0.02095773
1B2,1B7,0.02787879
1B3,1B7,0.03265993
1B4,1B7,0.02895623
1B5,1B7,0.03063973
1B6,1B7,0.01079686
1A1,1B8,0.04667066
1A10,1B8,0.03579
1A11,1B8,0.03465104
1A12,1B8,0.03763651
1A13,1B8,0.04703828
1A14,1B8,0.0479029
1A15,1B8,0.05192667
1A16,1B8,0.05220102
1A17,1B8,0.0468637
1A18,1B8,0.04367128
1A19,1B8,0.04806086
1A2,1B8,0.03224841
1A20,1B8,0.03963088
1A3,1B8,0.03335578
1A4,1B8,0.03691857
1A5,1B8,0.04182566
1A6,1B8,0.03641352
1A7,1B8,0.04063906
1A8,1B8,0.03845866
1A9,1B8,0.0351166
1B1,1B8,0.0226113
1B10,1B8,0.01750842
1B11,1B8,0.02139918
1B12,1B8,0.01599854
1B13,1B8,0.02518716
1B14,1B8,0.02077566
1B15,1B8,0.02212246
1B16,1B8,0.02082277
1B2,1B8,0.02699838
1B3,1B8,0.03150019
1B4,1B8,0.028174
1B5,1B8,0.02986657
1B6,1B8,0.01155589
1B7,1B8,0.01482978
1A1,1B9,0.0446888
1A10,1B9,0.03073156
1A11,1B9,0.02947999
1A12,1B9,0.03148476
1A13,1B9,0.04137333
1A14,1B9,0.0422712
1A15,1B9,0.0489916
1A16,1B9,0.05010713
1A17,1B9,0.04473013
1A18,1B9,0.03935313
1A19,1B9,0.04474033
1A2,1B9,0.0268544
1A20,1B9,0.03399653
1A3,1B9,0.02819304
1A4,1B9,0.0320554
1A5,1B9,0.03679216
1A6,1B9,0.03133354
1A7,1B9,0.03686869
1A8,1B9,0.03407816
1A9,1B9,0.03005816
1B1,1B9,0.02044281
1B10,1B9,0.01393735
1B11,1B9,0.01869197
1B12,1B9,0.00854819
1B13,1B9,0.01767864
1B14,1B9,0.01731456
1B15,1B9,0.01599837
1B16,1B9,0.01346971
1B2,1B9,0.02059994
1B3,1B9,0.02860933
1B4,1B9,0.0256254
1B5,1B9,0.02728293
1B6,1B9,0.01394586
1B7,1B9,0.01763902
1B8,1B9,0.01792788
1A1,1C1,0.053261
1A10,1C1,0.03665116
1A11,1C1,0.03561457
1A12,1C1,0.03769531
1A13,1C1,0.04794007
1A14,1C1,0.04792873
1A15,1C1,0.05554799
1A16,1C1,0.05666402
1A17,1C1,0.05129195
1A18,1C1,0.04607877
1A19,1C1,0.04993001
1A2,1C1,0.03372371
1A20,1C1,0.04069534
1A3,1C1,0.03487156
1A4,1C1,0.03791094
1A5,1C1,0.04194
1A6,1C1,0.03586804
1A7,1C1,0.04178213
1A8,1C1,0.04007491
1A9,1C1,0.03597019
1B1,1C1,0.02720085
1B10,1C1,0.01860175
1B11,1C1,0.01869633
1B12,1C1,0.02207773
1B13,1C1,0.02997532
1B14,1C1,0.027076
1B15,1C1,0.0285136
1B16,1C1,0.02744507
1B2,1C1,0.03094995
1B3,1C1,0.03506602
1B4,1C1,0.03246527
1B5,1C1,0.03463852
1B6,1C1,0.02244354
1B7,1C1,0.02511104
1B8,1C1,0.02498168
1B9,1C1,0.02160299
1A1,1D1,0.04830839
1A10,1D1,0.03429699
1A11,1D1,0.03317466
1A12,1D1,0.03629895
1A13,1D1,0.04695228
1A14,1D1,0.04789659
1A15,1D1,0.05217694
1A16,1D1,0.05287356
1A17,1D1,0.04748636
1A18,1D1,0.04339951
1A19,1D1,0.04904215
1A2,1D1,0.03082114
1A20,1D1,0.0396842
1A3,1D1,0.03204458
1A4,1D1,0.03578312
1A5,1D1,0.03903402
1A6,1D1,0.03497039
1A7,1D1,0.04060142
1A8,1D1,0.0369906
1A9,1D1,0.03360037
1B1,1D1,0.02601881
1B10,1D1,0.02059677
1B11,1D1,0.02442819
1B12,1D1,0.01351713
1B13,1D1,0.02166162
1B14,1D1,0.02182747
1B15,1D1,0.02266342
1B16,1D1,0.01735103
1B2,1D1,0.02728434
1B3,1D1,0.03538837
1B4,1D1,0.03092788
1B5,1D1,0.03312435
1B6,1D1,0.01945896
1B7,1D1,0.02274237
1B8,1D1,0.02319061
1B9,1D1,0.01570916
1C1,1D1,0.02869115
1A1,1D2,0.05127922
1A10,1D2,0.03540321
1A11,1D2,0.03552097
1A12,1D2,0.0386614
1A13,1D2,0.04918033
1A14,1D2,0.05007084
1A15,1D2,0.05480672
1A16,1D2,0.05423635
1A17,1D2,0.05009659
1A18,1D2,0.04607827
1A19,1D2,0.05149859
1A2,1D2,0.03402605
1A20,1D2,0.04085665
1A3,1D2,0.03545179
1A4,1D2,0.03822653
1A5,1D2,0.04115472
1A6,1D2,0.0373903
1A7,1D2,0.04306665
1A8,1D2,0.03943258
1A9,1D2,0.0359883
1B1,1D2,0.02734117
1B10,1D2,0.02378981
1B11,1D2,0.02791853
1B12,1D2,0.01681591
1B13,1D2,0.02487554
1B14,1D2,0.02526908
1B15,1D2,0.02592041
1B16,1D2,0.02080796
1B2,1D2,0.02855329
1B3,1D2,0.03686041
1B4,1D2,0.03221685
1B5,1D2,0.03463598
1B6,1D2,0.02258836
1B7,1D2,0.02556273
1B8,1D2,0.02647156
1B9,1D2,0.01895591
1C1,1D2,0.03166093
1D1,1D2,0.01256964
1A1,1D3,0.0506573
1A10,1D3,0.0369189
1A11,1D3,0.03685983
1A12,1D3,0.04006861
1A13,1D3,0.05074133
1A14,1D3,0.05163526
1A15,1D3,0.05636088
1A16,1D3,0.05697915
1A17,1D3,0.05161557
1A18,1D3,0.04769331
1A19,1D3,0.05293874
1A2,1D3,0.03445714
1A20,1D3,0.0436529
1A3,1D3,0.03554138
1A4,1D3,0.03957115
1A5,1D3,0.04281411
1A6,1D3,0.03879733
1A7,1D3,0.04449488
1A8,1D3,0.04091204
1A9,1D3,0.0375923
1B1,1D3,0.02796739
1B10,1D3,0.02391163
1B11,1D3,0.02833008
1B12,1D3,0.01679458
1B13,1D3,0.02359564
1B14,1D3,0.02525843
1B15,1D3,0.02594365
1B16,1D3,0.02054135
1B2,1D3,0.02927521
1B3,1D3,0.03690708
1B4,1D3,0.03304174
1B5,1D3,0.03553075
1B6,1D3,0.02263965
1B7,1D3,0.02585386
1B8,1D3,0.02649103
1B9,1D3,0.01903315
1C1,1D3,0.03197638
1D1,1D3,0.01254407
1D2,1D3,0.01166298
1A1,1D4,0.05055798
1A10,1D4,0.03686134
1A11,1D4,0.03703842
1A12,1D4,0.04010811
1A13,1D4,0.05071724
1A14,1D4,0.05160139
1A15,1D4,0.05616183
1A16,1D4,0.05682775
1A17,1D4,0.051448
1A18,1D4,0.04741507
1A19,1D4,0.05282474
1A2,1D4,0.03442587
1A20,1D4,0.0434345
1A3,1D4,0.03578614
1A4,1D4,0.03958021
1A5,1D4,0.04289578
1A6,1D4,0.03881795
1A7,1D4,0.04454361
1A8,1D4,0.04085687
1A9,1D4,0.03745244
1B1,1D4,0.02747148
1B10,1D4,0.02366638
1B11,1D4,0.02835027
1B12,1D4,0.01678256
1B13,1D4,0.02472137
1B14,1D4,0.02517032
1B15,1D4,0.02565292
1B16,1D4,0.02073853
1B2,1D4,0.02874122
1B3,1D4,0.03693242
1B4,1D4,0.03263047
1B5,1D4,0.03518719
1B6,1D4,0.02254466
1B7,1D4,0.02569781
1B8,1D4,0.02631482
1B9,1D4,0.01893862
1C1,1D4,0.03176823
1D1,1D4,0.01261909
1D2,1D4,0.01162381
1D3,1D4,0.00941747
1E1,1F1,0.01550497
1A1,1F1,0.0496727
1A10,1F1,0.03563252
1A11,1F1,0.03449735
1A12,1F1,0.03766234
1A13,1F1,0.04815616
1A14,1F1,0.04903479
1A15,1F1,0.05480038
1A16,1F1,0.05534392
1A17,1F1,0.05
1A18,1F1,0.04604618
1A19,1F1,0.05041366
1A2,1F1,0.03170665
1A20,1F1,0.04079365
1A3,1F1,0.03300048
1A4,1F1,0.03666005
1A5,1F1,0.04025012
1A6,1F1,0.0362482
1A7,1F1,0.0419314
1A8,1F1,0.03890813
1A9,1F1,0.03484367
1B1,1F1,0.02354401
1B10,1F1,0.01969216
1B11,1F1,0.02305916
1B12,1F1,0.01433659
1B13,1F1,0.02334702
1B14,1F1,0.02207311
1B15,1F1,0.0229822
1B16,1F1,0.01917829
1B2,1F1,0.025
1B3,1F1,0.03251563
1B4,1F1,0.0281499
1B5,1F1,0.03093314
1B6,1F1,0.01958393
1B7,1F1,0.02299952
1B8,1F1,0.02375519
1B9,1F1,0.0146265
1C1,1F1,0.02780931
1D1,1F1,0.01975519
1D2,1F1,0.02231519
1D3,1F1,0.02293022
1D4,1F1,0.02159436
1E1,1G1,0.019004
1A1,1G1,0.04793061
1A10,1G1,0.03645053
1A11,1G1,0.03535716
1A12,1G1,0.03857391
1A13,1G1,0.04673256
1A14,1G1,0.04764491
1A15,1G1,0.05309004
1A16,1G1,0.05400239
1A17,1G1,0.04861518
1A18,1G1,0.04457478
1A19,1G1,0.04928858
1A2,1G1,0.03241963
1A20,1G1,0.04053438
1A3,1G1,0.03382209
1A4,1G1,0.03782991
1A5,1G1,0.04244597
1A6,1G1,0.03716737
1A7,1G1,0.04285702
1A8,1G1,0.03901379
1A9,1G1,0.03577713
1B1,1G1,0.02590638
1B10,1G1,0.01981101
1B11,1G1,0.02456826
1B12,1G1,0.01240611
1B13,1G1,0.02082915
1B14,1G1,0.02187466
1B15,1G1,0.02187466
1B16,1G1,0.01682778
1B2,1G1,0.02586076
1B3,1G1,0.03304008
1B4,1G1,0.03118971
1B5,1G1,0.03358314
1B6,1G1,0.01861627
1B7,1G1,0.02223091
1B8,1G1,0.02212005
1B9,1G1,0.01416774
1C1,1G1,0.02879294
1D1,1G1,0.01905671
1D2,1G1,0.02179632
1D3,1G1,0.02179806
1D4,1G1,0.02197443
1F1,1G1,0.01951171
1E1,1G10,0.01985453
1A1,1G10,0.04796618
1A10,1G10,0.03660086
1A11,1G10,0.03546832
1A12,1G10,0.03870031
1A13,1G10,0.04668146
1A14,1G10,0.04758443
1A15,1G10,0.05227783
1A16,1G10,0.05319865
1A17,1G10,0.04782675
1A18,1G10,0.04393939
1A19,1G10,0.04850015
1A2,1G10,0.03253606
1A20,1G10,0.04062596
1A3,1G10,0.03402969
1A4,1G10,0.03793044
1A5,1G10,0.0426232
1A6,1G10,0.03724365
1A7,1G10,0.04291222
1A8,1G10,0.03928298
1A9,1G10,0.03592746
1B1,1G10,0.02605295
1B10,1G10,0.01984236
1B11,1G10,0.02449495
1B12,1G10,0.01245085
1B13,1G10,0.02088347
1B14,1G10,0.02180135
1B15,1G10,0.02185491
1B16,1G10,0.01686393
1B2,1G10,0.02589532
1B3,1G10,0.03393021
1B4,1G10,0.03152183
1B5,1G10,0.0335629
1B6,1G10,0.01870217
1B7,1G10,0.02221916
1B8,1G10,0.02259548
1B9,1G10,0.01415417
1C1,1G10,0.02879407
1D1,1G10,0.01918084
1D2,1G10,0.02178955
1D3,1G10,0.02197802
1D4,1G10,0.02203721
1F1,1G10,0.02035474
1G1,1G10,0.00943773
1E1,1G2,0.02412896
1A1,1G2,0.05053908
1A10,1G2,0.04118967
1A11,1G2,0.03988028
1A12,1G2,0.04319785
1A13,1G2,0.05140292
1A14,1G2,0.05095398
1A15,1G2,0.05780022
1A16,1G2,0.05875421
